LA,ESTAB,URN,PERCTOT,PPERSABS10
916,3308,115673,3.2,3.9
916,3310,115674,3.9,7.7
916,3311,115675,6.9,19.6
916,3313,115676,3.4,3.4
916,3314,115677,3.1,SUPP
916,3315,115678,3.1,2.8
916,3316,115679,2.5,0
916,3317,115680,3.9,7.1
916,3319,115681,2.9,3.3
916,3322,115682,2.9,SUPP
916,3323,115683,3.4,3.6
916,3326,141575,3.7,6.9
916,3327,115685,4.1,5.9
916,3328,115686,3.3,SUPP
916,3330,145524,3.3,3.4
916,3331,115688,4.3,6.6
916,3334,115689,2.2,SUPP
916,3335,115690,3.9,10.5
916,3337,115692,4.6,SUPP
916,3338,115693,4,6.5
916,3340,115694,4.2,9.5
916,3341,115695,2.9,SUPP
916,3343,115696,3.1,3.7
916,3344,115697,4.9,12.4
916,3345,115698,2.9,SUPP
916,3346,115699,2.4,4.5
916,3348,115700,3.2,3.6
916,3350,115701,4.1,4.3
916,3352,115703,1.5,0
916,3353,115704,3.2,3.4
916,3354,115705,3.7,4.2
916,3355,137373,3.6,5.1
916,3356,115707,3.2,4.3
916,3357,137410,4.7,11.4
916,3358,137031,2.9,2.1
916,3359,115710,4.9,11.8
916,3360,115711,3.2,6.5
916,3363,115712,3.1,2.7
916,3364,115713,3.3,3.5
916,3365,115714,3.7,6
916,3366,137149,3.7,5.3
916,3367,115716,5.4,21.2
916,3368,140797,3.7,5.3
916,3370,134928,4.3,7
916,3372,135266,4.4,7
916,3373,135353,4.8,11.4
916,3374,135437,3.7,SUPP
916,3375,135985,4.1,8.8
916,4001,136306,4.1,6.8
916,4002,136666,4.4,10.1
916,4005,138421,5.7,17.5
916,4006,138496,5.1,14.6
916,4007,140011,7.6,25.3
916,4009,144013,6,16.9
916,4010,144761,8.1,21.7
916,4012,115720,6.8,19.9
916,4017,145480,7.4,24.9
916,4024,136772,4.6,11
916,4032,115723,6.3,20.1
916,4064,137298,5.7,16.6
916,4068,137059,5,10.3
916,4513,137097,6,17.1
916,4600,136982,5.7,14.8
916,5200,136528,4.6,13.1
916,5201,115731,3.4,5.8
916,5203,115733,4.4,10.7
916,5204,115734,2.9,1.8
916,5205,115735,3.3,4.4
916,5206,137266,2.3,1.8
916,5207,136999,2.5,2.7
916,5208,115738,3.8,5
916,5209,115739,3.6,3.7
916,5210,115740,3,5.1
916,5211,115741,5,11.8
916,5213,139170,4,7
916,5214,115744,2.9,1.9
916,5215,138940,3.5,4.6
916,5216,139165,4.4,8.5
916,5217,141547,3.6,2.5
916,5219,115749,4.1,7.2
916,5220,115750,4.1,10.2
916,5221,135857,5.8,16.1
916,5400,136767,4.6,7.7
916,5401,137123,4.4,7.6
916,5402,136874,3.5,4.7
916,5403,136353,3.9,4.7
916,5404,136578,3,4.3
916,5405,137752,5,12.3
916,5406,137033,4.2,7.3
916,5407,115758,6.3,16.3
916,5408,136474,2.9,4.3
916,5409,137634,4.2,10.8
916,5410,136292,4.6,9.8
916,5411,138746,5.9,15.1
916,5412,136623,5.2,13.2
916,5414,136960,4.8,10.9
916,5415,137382,4.9,6
916,5417,136764,5.4,13.2
916,5418,136725,5.3,14.4
916,5419,137217,5.4,15.1
916,5420,136527,4.8,12.4
916,5421,115772,6,17
916,5422,137387,4.4,9.3
916,5424,115775,7.1,21.2
916,5428,136985,5.5,16.6
916,6905,136016,5.5,14.1
916,6906,136199,10.5,33.1
916,7001,138429,8.6,18.9
916,7003,138430,11.3,26.8
916,7006,115813,13.5,60
916,7015,115821,8.6,32.4
916,7017,115823,8.3,25.3
916,7018,115824,8.1,25
916,7019,115825,6.7,16.1
916,7022,115828,30,63.6
916,7023,131549,5.3,10.7
916,7024,131557,9.6,29.3
916,7025,134190,11.9,26.7
919,2000,117083,4.4,8.4
919,2001,139545,4,6.5
919,2002,117084,2.8,2.1
919,2003,136857,4.7,10.1
919,2004,138201,3,5.8
919,2005,131505,4.9,9.6
919,2007,132105,5.2,14.3
919,2008,132091,5,9.9
919,2009,138539,3.5,3.8
919,2011,117087,4.7,16.2
919,2012,117088,3.4,3.7
919,2013,117089,3.9,6.9
919,2014,117090,4,4.9
919,2016,117091,4.6,11.3
919,2017,117092,5.4,16.4
919,2019,117093,2.9,3.3
919,2020,145350,4.9,13.8
919,2022,117096,4.5,9.8
919,2023,117097,3.8,8.2
919,2024,144419,5.6,17.1
919,2025,117098,3.6,2.2
919,2026,133323,4.7,12.5
919,2027,133488,5.6,14.6
919,2028,138231,3.7,6.1
919,2029,138389,4.7,11.5
919,2030,117099,4.3,10.1
919,2031,117100,2.7,3.6
919,2032,117101,7.7,16.7
919,2033,117102,3.8,6.3
919,2034,117103,3,3.8
919,2035,138507,5.7,14.9
919,2036,139550,5,7.6
919,2038,140611,4,7.7
919,2039,117105,3.7,7.9
919,2040,117106,3.9,8.2
919,2041,117107,3.3,4.9
919,2042,140955,5.7,10.5
919,2043,140956,5.7,13.6
919,2044,117108,3.3,2.7
919,2045,117109,3.7,5.2
919,2047,117110,4.6,13
919,2049,140954,4,8.6
919,2050,117111,3.5,7.7
919,2051,142221,3.8,7.7
919,2053,117112,5.1,14
919,2054,142862,2,SUPP
919,2055,117113,2.9,4.8
919,2056,117114,3,3.3
919,2057,117115,3.2,3.9
919,2060,143648,3.4,4.9
919,2061,117117,3.3,7.2
919,2062,117118,3.6,5.7
919,2063,143856,4.1,4.6
919,2064,117119,4,SUPP
919,2066,117120,4,6.7
919,2067,144903,5,11.7
919,2068,144904,4.6,10.2
919,2069,117123,5.2,14.9
919,2071,144959,6.9,15.2
919,2072,117125,3.4,3.2
919,2073,117126,3.7,7.9
919,2074,117127,4.3,10
919,2077,117128,3.8,7.3
919,2078,117129,6,10
919,2079,117130,3.5,9
919,2080,144960,3.3,3
919,2081,145409,3.8,6.1
919,2082,117131,2.3,SUPP
919,2083,117132,3.1,3.5
919,2084,117133,2.8,1.6
919,2085,117134,3.5,3.9
919,2086,145487,4.9,11.6
919,2088,146359,6.6,18.3
919,2089,147008,5.1,15
919,2090,117135,2.7,2.7
919,2091,117136,5,11.1
919,2093,138205,3.2,5.8
919,2094,138206,3.9,7.4
919,2095,117139,3.5,5.8
919,2096,117140,3.8,5.4
919,2098,117141,2.9,2.8
919,2099,139159,4.8,11.8
919,2100,117143,2.9,3.9
919,2101,117144,4.2,7.9
919,2102,117145,4.8,11.7
919,2103,117146,7,18.4
919,2105,117147,3,SUPP
919,2106,117148,5.1,14.1
919,2107,117149,3.3,2.5
919,2108,117150,4.8,12.2
919,2109,117151,5.9,12.2
919,2110,143785,4.5,10.6
919,2111,117153,2.5,0
919,2114,117154,5.8,16.1
919,2115,145352,3.6,5.5
919,2116,117156,4.1,7.8
919,2117,117157,3.5,7.3
919,2120,117158,4.4,8.2
919,2122,117159,5,12.2
919,2123,117160,3.6,5.1
919,2124,117161,4.6,7.8
919,2125,117162,3.9,7.3
919,2126,117163,3.2,5.6
919,2130,146123,3.7,5
919,2131,117166,3,2.2
919,2132,117167,3.7,4.7
919,2133,117168,4.7,13.8
919,2135,144905,3.6,5.9
919,2137,144906,5.1,14.5
919,2139,117171,4.3,8.8
919,2140,117172,3.7,9.5
919,2142,117174,3.4,6
919,2143,117175,5.2,14
919,2145,117176,4.1,10
919,2146,117177,4.8,10
919,2147,117178,3.8,5.8
919,2151,117180,4.9,12.4
919,2153,117181,3.6,7.1
919,2154,117182,4.5,8.1
919,2155,117183,5.9,11.7
919,2156,145351,4.6,10.6
919,2165,117186,3.3,5.7
919,2166,117187,4.9,12.6
919,2168,117188,4.6,11.6
919,2169,117189,4.3,7.7
919,2177,117193,5.2,16.7
919,2178,117194,5.4,10.7
919,2181,117195,3.9,8.3
919,2184,117197,3.9,7.1
919,2188,117200,6,15.2
919,2193,117202,3.8,9.3
919,2198,117206,4.1,7.5
919,2203,117211,2.8,2.2
919,2206,117212,3.2,6.3
919,2210,117214,4.1,10.4
919,2219,117217,4.3,13.7
919,2223,117218,5.8,13.3
919,2224,117219,4.3,8.7
919,2225,117220,4.3,8.8
919,2226,117221,4.5,9.7
919,2227,117222,2.8,3.3
919,2228,117223,4.2,6.6
919,2229,117224,3.6,6.6
919,2235,143786,4.9,12.1
919,2237,117227,4.3,7.7
919,2240,117229,4.4,9.2
919,2242,117230,2.9,SUPP
919,2243,117231,3.8,8.3
919,2250,117233,3.6,6.4
919,2251,117234,3.9,11
919,2252,117235,3.1,2.9
919,2253,117236,5,10.2
919,2258,117240,2.3,3.2
919,2261,117242,3.9,7.5
919,2263,117243,3,3.8
919,2266,117245,2.8,3.3
919,2274,117249,3.4,4.9
919,2280,117250,2.7,2.5
919,2283,117252,3.4,8.2
919,2287,117253,2.7,5
919,2288,117254,3.6,5.4
919,2289,117255,4.2,9.1
919,2293,117256,3.6,5.5
919,2296,145257,3.7,5.7
919,2299,117258,2.5,2.5
919,2300,117259,4.4,11.5
919,2301,117260,4,8.1
919,2302,117261,4.9,11.7
919,2304,117263,5,12.7
919,2308,117266,5.7,13.8
919,2311,117268,3.9,5.3
919,2312,117269,4.9,12.4
919,2314,117270,4.1,9.9
919,2316,117271,4.7,11.9
919,2317,117272,4.3,8.8
919,2322,117274,3.6,5.7
919,2326,117276,3.5,5.8
919,2327,117277,4.3,9.2
919,2331,117278,3.7,6.3
919,2332,117279,4.3,9.7
919,2333,117280,3.2,4
919,2336,117281,2.4,2.3
919,2337,137238,4.6,10.5
919,2338,117283,3.8,6.9
919,2339,117284,5,15.2
919,2341,117285,5.2,12.7
919,2343,117286,5.4,13.8
919,2344,140708,2.4,2.7
919,2348,117289,3.9,4.3
919,2349,117290,5,14.3
919,2353,117292,4,5.5
919,2354,117293,3.9,7.7
919,2356,117294,3.3,4.9
919,2360,117296,3.5,6
919,2362,117297,3.7,5.9
919,2364,117298,2.7,3.6
919,2365,117299,3.9,6.7
919,2372,145256,4.8,8.8
919,2375,117302,3.9,6.7
919,2378,117303,3.6,5.1
919,2379,117304,3.3,4.4
919,2380,117305,3.5,5.7
919,2381,117306,4.4,9.4
919,2384,143410,3.4,3.1
919,2385,144908,3.8,6.5
919,2386,117309,4.6,6.7
919,2387,117310,3.4,4.5
919,2389,117311,2.7,2.1
919,2390,140707,3.6,2.5
919,2391,117313,5,8.6
919,2392,117314,2.2,1.8
919,2393,117315,3.2,3.9
919,2394,117316,4.9,8.2
919,2395,117317,4.6,11.4
919,2397,117319,3.2,SUPP
919,2398,143603,4.7,13
919,2401,117321,4.5,8.7
919,2405,117322,5.3,14.2
919,2406,117323,3.8,7.3
919,2407,117324,4.8,12.7
919,2411,117326,3.9,7.9
919,2412,117327,4.3,8.8
919,2414,117328,3,5.5
919,2415,117329,3.4,5.4
919,2416,117330,3.8,6.2
919,2417,117331,3.1,5
919,2421,117332,4,9.8
919,2422,117333,4.3,10.3
919,2424,117334,4.4,9.3
919,2426,117335,3.8,8
919,2427,117336,5.5,13
919,2428,117337,2.5,2.1
919,2429,143409,4.1,4.4
919,2432,145353,4.5,7.5
919,2433,117340,3.8,4.3
919,2436,145255,2.6,2
919,2437,117342,2.5,2.3
919,2442,117345,5.1,11.3
919,2443,117346,3.6,5.4
919,2444,145969,3.8,6.6
919,2446,117348,4.6,12.9
919,2448,117349,4.2,10
919,2451,117352,4.1,7.9
919,2452,117353,3.7,5.5
919,2454,137943,3.1,4.7
919,2457,117358,2.5,1.6
919,2462,117361,3.8,7.8
919,2464,117363,4.5,10.3
919,2465,117364,4.2,7.4
919,2466,117365,3.3,5.1
919,2467,117366,4,7.6
919,2468,117367,4.7,10.1
919,2469,117368,3.3,4.6
919,2980,117369,3.6,5.5
919,2982,117370,3.3,5
919,2985,117371,5.3,14.3
919,2991,117374,4,4.7
919,2994,117376,3.5,5.1
919,2995,117377,5.8,14.4
919,2996,117378,3.3,4.5
919,2997,117379,4.7,8.6
919,3000,117382,3.3,3.9
919,3003,117383,4.2,9.7
919,3004,117384,4.3,9.8
919,3005,117385,4,7.4
919,3006,117386,4.4,14.7
919,3007,117387,4.1,3.8
919,3008,117388,4.7,9.1
919,3009,117389,3.3,4.6
919,3011,117390,3.6,3.3
919,3012,117391,3.6,6.6
919,3013,117392,2.9,4.8
919,3015,117393,8.1,27.7
919,3016,117394,3.3,4.4
919,3018,117395,4,4.4
919,3020,117396,3.7,SUPP
919,3025,117397,4.9,11.9
919,3026,117398,4.1,5.3
919,3029,117400,4.8,9.1
919,3030,117401,3.2,6
919,3032,117402,3.8,5.9
919,3034,117403,3,SUPP
919,3037,117404,4.2,9.7
919,3038,117405,4.3,7.9
919,3039,117406,4.3,8.3
919,3040,117407,3.5,3.9
919,3041,117408,3.1,5.1
919,3042,117409,3.3,4.1
919,3043,117410,3.2,6.3
919,3045,117412,4.7,14.3
919,3047,117413,3,3.4
919,3049,117414,4.6,8.9
919,3053,117415,4.2,9.4
919,3054,117416,4.2,8.1
919,3301,117417,4.7,6.1
919,3302,117418,4.1,5
919,3303,117419,3.3,SUPP
919,3304,131955,3.1,2.5
919,3306,117420,5.6,18.5
919,3307,117421,4,2.9
919,3308,117422,3,SUPP
919,3314,117423,3.7,7.4
919,3315,117424,3.9,7.4
919,3318,117425,3.5,2.6
919,3319,117426,3,2.2
919,3326,117428,5.2,12.9
919,3327,117429,2.8,1.6
919,3329,117430,3.5,3.1
919,3333,117431,5.1,14.2
919,3334,117432,4.4,8.9
919,3335,117433,5.1,12.1
919,3336,117434,2.8,SUPP
919,3339,117435,2.8,5.4
919,3341,117436,2.9,3.4
919,3344,117437,3.4,4.3
919,3345,117438,4.2,8.4
919,3347,117439,4.7,7.3
919,3348,117440,3.4,6
919,3349,117441,3.2,2.3
919,3350,117442,3.7,4.4
919,3352,117443,3.1,SUPP
919,3353,117444,3.9,6.8
919,3357,117445,3.9,SUPP
919,3358,117446,3.7,6.9
919,3359,117447,4.1,7.2
919,3360,117448,3.9,6.2
919,3361,117449,3.6,3.8
919,3362,117450,3.4,4.2
919,3363,117451,3.5,7.9
919,3364,117452,4.4,9.2
919,3366,117453,7.2,25.5
919,3367,117454,3.3,3.3
919,3368,117455,5.9,16.9
919,3369,117456,4,7.6
919,3370,117457,3.9,10.3
919,3371,117458,3.3,4.2
919,3373,117459,4.1,10.7
919,3376,117460,3.1,7.2
919,3378,117461,5.6,10.5
919,3379,117462,3.2,4.2
919,3380,117463,3.6,4.6
919,3382,117464,4.1,6.9
919,3383,117465,3.4,4.8
919,3384,117466,2.8,SUPP
919,3385,117467,2.9,3.8
919,3386,117468,3.5,5.3
919,3388,117469,2.7,1.4
919,3389,117470,3,4.8
919,3391,117471,3.9,5.5
919,3393,117472,2.9,2.2
919,3394,117473,4,9.4
919,3397,117474,3.8,7
919,3398,117475,3.3,4.9
919,3399,138322,2.8,4
919,3400,138354,3.9,6.5
919,3401,117478,2.7,2.8
919,3402,117479,3.7,4.5
919,3403,117480,4.2,7.9
919,3404,117481,3.8,7.2
919,3406,140238,3.8,6
919,3408,117483,4.6,8.5
919,3409,117484,4.2,8.3
919,3410,117485,3.6,3.8
919,3413,138316,3.8,5
919,3415,117488,4.3,7.6
919,3416,117489,5.2,11.5
919,3419,117490,3.5,5.6
919,3421,117491,3.2,3.3
919,3423,117492,4.2,7.7
919,3424,117493,3.8,6
919,3428,117495,3.2,2.6
919,3975,117496,3.6,4.4
919,3976,117497,8.5,25.5
919,3977,117498,3.9,6.6
919,3978,133773,5.2,12.5
919,3979,141851,3.2,3.7
919,3981,144907,4.6,9.3
919,3982,134716,4.5,8.9
919,3983,135083,6,15.5
919,3984,135084,3.1,4.3
919,3985,127416,4,5.2
919,3986,137351,3.4,5.2
919,3987,135221,5.3,19.8
919,3988,135222,4.7,12.5
919,3989,135223,5.3,14.7
919,3990,135224,5,9.9
919,3991,144909,5.2,14.4
919,3992,135528,3.5,4.5
919,4000,117499,5.3,11.2
919,4001,138747,8.2,22.3
919,4003,138582,4.4,8.7
919,4004,139416,12.7,41.1
919,4005,117500,4.8,10.5
919,4006,139873,5.1,9
919,4007,139662,5.5,14.7
919,4008,139154,4.6,9.1
919,4009,137288,4.4,8.4
919,4010,117504,7.2,18.4
919,4011,137038,5.6,12.8
919,4013,137985,5.2,17.7
919,4014,137847,4.5,12.8
919,4016,136608,4.6,11.7
919,4017,140037,6.6,17.8
919,4021,141004,12.2,33.7
919,4022,142051,6,16.4
919,4024,143131,4.4,9.3
919,4025,144402,3.7,5.5
919,4026,144623,8.6,25
919,4028,137270,3.6,5.6
919,4031,146305,6.5,18.4
919,4032,145430,9,27.3
919,4033,146440,6.9,20.7
919,4035,147535,4.8,12.4
919,4043,138286,4,5.1
919,4047,117515,6.9,17.1
919,4066,117518,6.2,15.7
919,4067,140294,4.1,8.2
919,4070,136973,4.2,5.9
919,4080,137110,6.1,15.9
919,4083,137339,4.1,6.6
919,4096,139036,5,10.2
919,4099,137757,4.7,11.7
919,4101,136396,5,11.1
919,4104,117530,4.6,10
919,4111,140049,5.7,15.6
919,4116,117534,5.8,13.8
919,4117,138484,5.4,14.9
919,4118,138632,4.5,9.4
919,4122,117537,6.5,18.1
919,4140,137656,6.1,18.6
919,4141,137002,4.1,7.6
919,4144,117541,2.7,2.3
919,4145,137658,3.8,6.3
919,4146,140249,4.5,9.6
919,4149,137657,6.9,18.8
919,4154,137792,4.6,9.9
919,4197,136609,3.8,6
919,4200,137637,5.4,12.1
919,4498,137090,4,7.7
919,4499,117552,5.7,13.4
919,4504,138352,5,10.3
919,4506,117554,5.6,11.9
919,4606,117555,5.5,15.3
919,4614,138356,5.4,15.6
919,4619,117557,6.3,15.9
919,4620,138106,4.8,11.7
919,4627,117559,3.4,5.6
919,4802,136922,5.2,10.2
919,5200,138292,3.6,6.2
919,5201,139507,2.9,2.2
919,5202,117562,5.8,20.1
919,5203,117563,2.9,2.3
919,5204,117564,4.2,4.2
919,5205,117565,3.9,6.3
919,5206,138215,4,4.3
919,5207,117567,4.3,5.5
919,5208,137861,7.6,25.8
919,5209,117569,3.8,4.2
919,5210,117570,3.6,4.3
919,5211,138288,3.5,3.6
919,5212,141898,4.1,8.3
919,5213,131456,3,2.2
919,5400,136606,4.2,8.3
919,5401,136276,4.1,7.1
919,5403,136289,4,7
919,5404,136899,4.1,7.1
919,5405,117577,3.3,4.5
919,5406,117578,6.5,18.5
919,5407,136554,4,5.7
919,5408,137872,5.2,11
919,5410,136877,4.7,9.3
919,5411,137224,6,15.9
919,5412,137938,4.2,8.1
919,5413,137895,4.3,7.7
919,5414,138042,6.5,20.1
919,5415,137532,4.9,11.9
919,5416,137156,5.1,10.3
919,5417,137922,5.6,13.8
919,5418,137914,4.6,8.9
919,5419,117591,4.4,8.3
919,5420,140786,4,6.7
919,5421,136901,4.8,9.9
919,5422,117594,5.1,10.7
919,5423,138360,5.4,14.1
919,5425,145297,5.6,15.7
919,5426,136607,6.2,16.9
919,5427,136482,3.3,3.2
919,6905,135876,5.4,12.5
919,6906,135938,6.9,19.2
919,7004,141251,8.2,25
919,7006,117665,8.9,28.6
919,7007,138485,9.8,23.7
919,7008,117667,7.3,21.5
919,7010,117669,9.7,29.7
919,7011,117670,5.8,11.1
919,7012,117671,10.6,31.1
919,7013,117672,8,20.2
919,7014,142257,14.6,41.9
919,7016,117674,25.6,58.3
919,7019,117676,5.8,14.9
919,7022,117679,11.7,43.1
919,7023,117680,10.5,33.3
919,7024,117681,10.8,29
919,7025,117682,8.2,28.2
919,7026,117683,11.3,36.1
919,7028,117684,8.4,22.1
919,7032,117685,9.3,32.2
919,7033,117686,25.8,59
919,7034,143604,6.4,18.8
919,7041,137997,7,15.6
919,7042,117690,12.1,33
919,7043,117691,19.8,56
919,7044,130362,5.7,16.9
919,7045,131060,25.4,66
919,7047,131319,15.6,50.9
921,2000,139644,3.6,8.6
921,2001,118155,4.7,9.2
921,2002,118156,3.5,5.3
921,2003,143541,4.2,10.5
921,2005,118158,3.6,7.1
921,2006,118159,3.9,10.1
921,2007,118160,3.4,5.2
921,2009,118161,3.5,2.7
921,2010,118162,3.1,2.7
921,2012,118163,5.6,17.1
921,2014,118164,3.9,10
921,2015,118165,4.8,10.1
921,2016,139454,4.6,12.5
921,2018,118167,5.1,11.7
921,2021,118168,4.6,10.3
921,2024,118169,4.3,7.7
921,2029,118172,3.7,7.1
921,2030,118173,4.1,10.6
921,2032,141305,2.8,3.8
921,2033,118175,4.5,12.9
921,2038,118176,3.6,5.5
921,2039,118177,4.2,7.9
921,2041,118178,4.3,9.2
921,2042,118179,3.7,8.6
921,2043,136008,4,8.8
921,2044,136013,5.3,14.4
921,3000,118180,3.4,4.4
921,3001,118181,3.5,1.7
921,3003,118182,3.4,7.5
921,3004,118183,4,8.5
921,3006,118185,2.9,4.3
921,3011,118188,4,3.8
921,3300,118192,3.4,5.1
921,3303,118193,5.2,14.7
921,3304,118194,4.2,8.5
921,3310,118195,4,9.5
921,3311,118196,4.5,9.5
921,3313,118198,3.7,8.2
921,3314,118199,3.5,3.2
921,3315,118200,3.9,6.4
921,4001,136753,6.4,18.1
921,4002,140691,5.3,12.4
921,4004,140845,5.3,13.1
921,4005,140948,9.3,30
921,4030,136010,8,26.3
921,4032,136012,6.9,20.7
921,4604,135552,5.8,14.9
921,7000,118226,8.3,29.7
921,7001,118227,7.3,22.8
921,7003,118228,7.3,25
925,2000,138442,4.2,10.2
925,2002,145437,3.3,5.3
925,2003,120371,4.4,9.6
925,2004,138444,5.7,18.9
925,2005,138445,5.1,17.5
925,2006,138970,3.7,6.5
925,2007,139266,4.5,11.1
925,2008,139332,6.1,18.6
925,2009,137794,4.4,9.4
925,2010,139597,3.8,7.1
925,2012,144594,5.2,12
925,2013,120374,3.5,2.7
925,2014,139702,4.8,9.3
925,2015,140185,4.2,7.8
925,2016,140214,3,3.8
925,2017,120375,2.7,2.9
925,2018,140329,4.2,11.6
925,2019,120376,3.3,SUPP
925,2020,139618,3.9,7.5
925,2021,140498,4.4,8.6
925,2023,140988,4.1,10
925,2024,141100,3.8,7.5
925,2025,120379,4.3,9.7
925,2028,120381,2.9,3.9
925,2030,120382,3.9,9.9
925,2031,120383,4,8.3
925,2033,120385,4,SUPP
925,2034,120386,4.6,14.4
925,2035,141390,2.4,SUPP
925,2036,141556,2.7,0
925,2038,120387,2.6,3.8
925,2039,120388,3.5,3
925,2040,143132,4.2,8.4
925,2042,143518,4.8,15
925,2043,144491,4.1,12.9
925,2045,145489,6.4,26.6
925,2046,120390,4,11.8
925,2047,145734,5.8,16.9
925,2049,146279,3.9,10.1
925,2050,120391,4.6,12.7
925,2054,120392,4.7,9.8
925,2055,120393,3.3,4.7
925,2057,136790,3.7,5.1
925,2058,146559,5.2,13.4
925,2061,146203,3.4,3.8
925,2062,120396,2.8,3.7
925,2063,146561,5.6,13.5
925,2064,138748,3.2,3.6
925,2065,120398,4.1,5.7
925,2066,120399,3.7,6
925,2067,120400,3.5,5.5
925,2070,120401,3.7,6
925,2072,137599,2.9,3.8
925,2074,138486,4.3,8
925,2075,137201,3.5,3.6
925,2084,120406,4.2,9.3
925,2085,120407,4.2,SUPP
925,2087,120408,3.8,7.2
925,2088,120409,5.3,12.7
925,2089,120410,4.7,12.5
925,2091,120412,3.2,5.6
925,2093,141260,4.5,11.8
925,2094,120415,4,7.4
925,2095,120416,5.2,11.9
925,2096,120417,2.8,SUPP
925,2097,120418,3.2,5
925,2102,120419,5.2,13
925,2104,120420,4.6,12
925,2105,120421,5.5,14
925,2107,120422,5.1,14.3
925,2109,120423,4.5,9.4
925,2113,120424,4,7.5
925,2114,120425,4.5,10.1
925,2116,138291,3.7,6.6
925,2120,120427,6.1,20.7
925,2122,139142,3.9,9.4
925,2124,120429,4.3,9.1
925,2135,120436,4.4,8.5
925,2136,139470,4.2,8.1
925,2137,138149,3.9,7
925,2142,120440,4.1,10.1
925,2146,120443,3.9,7
925,2149,120444,3.6,6
925,2151,120445,3.7,4.8
925,2152,146586,4.2,10.9
925,2153,120447,5.2,12.5
925,2157,139296,3.3,4.7
925,2158,120450,4.3,9.5
925,2159,120451,3.2,7
925,2161,138749,3.2,7.1
925,2162,120453,4.5,10.3
925,2166,120454,3.6,3.1
925,2168,141793,3.2,3.6
925,2169,120457,5.9,16.3
925,2170,146505,5.3,13.9
925,2171,138637,3.5,6.2
925,2174,120461,4.5,SUPP
925,2175,144912,3.1,8.8
925,2176,120463,4.3,16.3
925,2177,120464,4.8,7.5
925,2178,120465,3.7,8.3
925,2179,120466,3.9,SUPP
925,2180,146597,4.7,6.3
925,2181,120468,3.7,SUPP
925,2182,120469,3.5,6.5
925,2183,139868,4.7,9.2
925,2185,120471,4.6,9.6
925,2187,120472,3.5,7.2
925,2188,120473,3.7,6
925,2190,138750,4.6,11.2
925,2191,120476,4.6,10.6
925,2193,142764,4.3,11.1
925,2195,120478,4.5,10.6
925,2196,120479,4.7,10.8
925,2197,120480,2.9,SUPP
925,2198,120481,3.1,4
925,2199,120482,2.9,SUPP
925,2201,120483,3.5,4.5
925,2202,139885,4.5,12.7
925,2203,120485,2.7,0
925,2205,120487,5.1,8.2
925,2206,120488,4.7,13.4
925,2207,139361,4.8,15.4
925,2208,138330,4,6.5
925,2210,120491,5.2,15.8
925,2214,120492,4.2,10.2
925,2215,120493,2.6,2.5
925,2219,120494,4.6,11.6
925,2224,120496,4.3,9.4
925,2229,120497,3.4,2.6
925,2232,120499,4.1,7.9
925,2234,138751,4.4,11
925,2237,139191,3.5,7.3
925,2238,120502,5.1,13.2
925,2239,138752,4.4,12.6
925,2240,145358,3.5,5.4
925,2241,120505,3.3,4.2
925,2243,120506,3.8,7.1
925,2244,120507,4.6,12.2
925,2245,120508,4.7,12.8
925,2246,120509,3.9,7.6
925,2247,138063,4.3,8.7
925,2248,132251,3.6,7.1
925,3000,120511,2.7,SUPP
925,3001,120512,3.6,7.6
925,3004,120513,2,SUPP
925,3005,120514,3.3,5.6
925,3007,120515,4.7,10.5
925,3009,144122,3.3,8.6
925,3015,120517,4.4,9.3
925,3017,120518,3.5,SUPP
925,3018,120519,4.2,8.9
925,3021,120520,3.2,3.4
925,3022,143259,2.6,SUPP
925,3026,120522,2.8,5.4
925,3027,136478,6.1,20.1
925,3029,120524,3.2,6.4
925,3031,120525,4.8,15.1
925,3033,120526,4.4,12.2
925,3036,140445,3.6,7.6
925,3037,120528,2.9,2.9
925,3040,138057,3.7,7.7
925,3041,120530,3.5,6.7
925,3044,143256,3.6,5.2
925,3045,120532,2.4,2.3
925,3047,120533,3.6,5.7
925,3050,120534,3.2,SUPP
925,3052,120536,3.4,6.3
925,3056,120537,4.3,9.8
925,3066,120539,4.9,9.9
925,3068,120540,3.6,3.7
925,3070,120541,2.4,4
925,3071,120542,3.8,SUPP
925,3077,139178,3.4,6.5
925,3078,120544,2.7,3.5
925,3085,120546,3.9,5.5
925,3088,120548,7.2,16.7
925,3089,120549,4.6,7.5
925,3091,120550,3.8,7.4
925,3092,120551,3.6,6.1
925,3093,120552,3.1,3
925,3096,120554,3,2.3
925,3097,144119,4.7,10.2
925,3098,120556,4.8,12.1
925,3102,120558,5.8,15.1
925,3103,120559,4.7,8.9
925,3105,120560,3.5,6.3
925,3107,120561,2.9,2.8
925,3108,120562,4.9,11.3
925,3111,120563,3.6,5.2
925,3116,120565,4.1,11.8
925,3118,120566,4.4,7.5
925,3119,145527,4.8,14.5
925,3120,120568,3.4,5.9
925,3121,120569,3.2,2.6
925,3122,120570,3.4,4.1
925,3123,120571,2.7,SUPP
925,3124,120572,4.1,SUPP
925,3125,120573,5.7,16.4
925,3128,120574,4,6.6
925,3130,120576,3.1,3.7
925,3131,120577,3.4,8.3
925,3132,120578,4.6,11.8
925,3133,120579,3.8,SUPP
925,3134,120580,3.6,5.3
925,3136,120581,4,7.1
925,3139,120583,3.7,9.9
925,3140,120584,5.4,17.5
