,LA code,Ofsted Avg,lonely_avg,KS2 metrics PCA,GDHI income index,LA name,LA flow rate,All Ages,meds,old%,young%,Unnamed: 0_x,3rd Pref %P,Non Preferred Offer %P,No Offer %P,Offer in diff LA code %P,3rd Pref %S,Non Preferred Offer %S,No Offer %S,Offer in diff LA code %S,FSM Eligible %,<2 A levels,< AAB,perm_excl_rate,Unsuccessful Appeals,% of ppl not doing degrees,progression_rate,total_pop,Unnamed: 0_y,"Average Rainfall (June, mm)"
270,E08000029,3.101265823,-2.128983431,-12146.22008,111.6,Solihull,0.009124352,7499.551724,42.34163548,0.209317165,0.290309618,65,2.310101801,3.328112764,0.313234143,2.435192459,4.233226837,4.033546326,0.559105431,10.44176707,13.30939831,11.58,86.139,14.8702697,93.9,32.3,0.470655172,11770,37,76
271,E08000030,2.913043478,-1.161396847,-2938.76457,73.8,Walsall,0.009353237,7351.692308,39.3493568,0.181066567,0.315753837,69,1.071532001,4.083405734,0.318563568,4.36416185,3.959208158,5.548890222,0.359928014,14.13904371,18.82316398,25.402,86.399,11.481527,77.6,37.7,0.388846154,15765,38,85.4
272,E08000031,2.967032967,-1.844571037,-4220.986846,72.3,Wolverhampton,0.008563976,8012.333333,38.57122406,0.169964518,0.31414437,71,2.211838006,3.831775701,0,4.579439252,4.766875435,3.862212944,0.139178845,10.27874564,20.08459484,31.507,87.198,22.931734,88.8,34.5,0.447151515,14090,39,85.4
273,E08000032,2.869791667,-1.639424462,32269.66473,71.8,Bradford,0.006645475,8887.344262,37.34725458,0.155241182,0.344204888,36,1.434893389,2.105404318,0.013410219,2.561695279,4.219126708,6.897937316,0.040182159,10.08977623,17.7045031,27.079,89.478,2.5240288,85.2,33.3,0.430409836,31185,59,102.1
274,E08000033,2.894230769,-0.294746642,-10361.00142,,Calderdale,0.006259131,7853.52,41.87916512,0.187297325,0.292243801,37,1.157981803,1.11662531,0.041356493,0.951199338,3.407290016,3.407290016,0,2.989771833,14.35884801,23.963,85.185,11.7979532,75.4,42.1,0.448222222,11825,60,99.6
275,E08000034,2.895027624,0.4637651,5739.672066,81.7,Kirklees,0.005153896,7527.178571,40.40813289,0.181594966,0.305633772,40,1.530912659,1.707556428,0,2.082522382,2.255319149,3.042553191,0.042553191,7.508460237,18.98307091,16.73,78.789,10.674732,63,29.2,0.457915254,23735,61,99.6
276,E08000035,2.97037037,-0.872769395,48667.299,87,Leeds,0.005039205,7465.28972,37.46777158,0.163607046,0.329508148,41,2.119805948,2.77367644,0,0.611685298,2.379521692,3.136642231,0,5.107559188,15.62301413,25.396,85.511,0.4890972,80.5,39.9,0.399598131,37150,62,99.6
277,E08000036,2.984732824,-1.131722616,-1224.07802,82.6,Wakefield,0.005727868,7813.155556,41.63052069,0.193883852,0.278903647,47,0.640683396,2.028830753,0,1.747418586,0.464037123,1.711136891,0,1.606425703,13.05310153,20.267,87.075,12.7696882,80.9,45.4,0.365266667,17985,63,121.6
278,E08000037,,0.267120712,,78.4,Gateshead,0.005295946,7479.62963,42.24998659,0.20156801,0.273511345,,,,,,,,,,,,,,,,0.391,9570,,
279,E09000001,4,0.610642008,,,City of London,0.006009929,10938,35.44117647,0.158255623,0.28350704,116,10.34482759,6.896551724,0,79.31034483,,,,,11.26760563,,,,,100,0.65,80,0,101.4
280,E09000002,3.046875,0.244371013,-4493.620776,,Barking and Dagenham,0.020886427,9732.136364,32.30917648,0.093542448,0.381868481,129,0.994318182,1.25,0,6.392045455,4.939876503,4.777380565,0,17.09457264,14.87004293,24.604,88.271,4.4036527,92.5,33.5,0.465227273,12100,13,83.1
281,E09000003,3.134751773,1.224496114,-461.1255312,144.8,Barnet,0.009577028,9628.842105,37.76744802,0.146814063,0.30555483,130,2.43204578,2.742012399,0,6.938483548,5.332322467,8.213292899,0,19.23174122,11.34932585,11.993,72.704,5.292032,83,17.9,0.629634146,16165,14,94.8
282,E09000004,3.027027027,-0.012110918,-6582.234071,,Bexley,0.012253986,8903.607143,38.93673331,0.167314941,0.302651398,131,1.360544218,1.326530612,0,5.068027211,5.272596844,2.116212339,0.215208034,20.27318476,10.95918554,21.638,82.883,12.3366536,94.2,32.1,0.445607143,13835,15,83.1
283,E09000005,3.151162791,-1.325187386,-1489.127118,121.4,Brent,0.012762001,9639.794118,35.66031171,0.130966919,0.324369355,132,2.389705882,2.862394958,0.026260504,11.05857631,6.420177701,8.025222127,0,28.26024649,11.03309722,21.419,79.167,6.1167068,77.4,17.7,0.611617647,15300,16,93
284,E09000006,3.132653061,0.423232166,-5176.25441,139.1,Bromley,0.009080394,8532.102564,41.32702444,0.17871815,0.287394998,133,2.807107906,1.67396343,0,3.476693278,6.111578357,4.850014017,0,16.96103168,8.730267943,18.701,78.887,11.4411962,92.5,40.6,0.511461538,15265,17,79.6
285,E09000007,3.231884058,0.757213246,-20507.20475,234,Camden,0.005880937,9982.714286,34.04074118,0.12092993,0.305274298,115,2.076777848,4.405286344,0,10.9502832,6.145624582,5.878423514,0,26.45290581,24.94958352,21.383,87.648,9.4216878,73.5,29.1,0.520571429,6080,1,72.4
286,E09000008,3.061403509,-0.37342433,1789.506997,112.9,Croydon,0.011994689,8830.977273,38.32240733,0.14479562,0.314613575,134,1.776160924,1.326770811,0,8.41001498,6.965405154,5.595542141,0,26.67750174,19.84309388,33.951,90.283,6.4750971,84.8,35.9,0.506431818,19495,18,85.6
287,E09000009,3.164948454,-0.227456538,2450.669231,130.3,Ealing,0.012779515,8726.692308,37.26821818,0.136488399,0.314338076,135,2.300799225,2.15548559,0.121094696,5.64985451,6.570680628,6.282722513,0.418848168,22.42376446,13.29176782,15.082,82.772,11.1744329,89.5,18.1,0.626025641,15930,19,93
288,E09000010,3.042553191,-0.534910703,4675.447639,109.1,Enfield,0.01323094,9266.305556,36.76428399,0.139200168,0.325497932,136,2.044566965,1.355387089,0.045945325,6.341911765,5.913729128,5.658627087,0,16.92165044,15.24543359,24.663,83.591,9.7545949,79.9,22.2,0.575777778,18560,20,88
289,E09000011,3.05,0.13803192,-3456.114929,109.9,Greenwich,0.011960445,8758.606061,35.82147013,0.115136481,0.318651594,137,2.446236559,3.655913978,0,8.11827957,7.922705314,8.405797101,0,26.08695652,16.11014546,28.031,91.097,3.2978423,90.5,30,0.485848485,12700,2,83.1
290,E09000012,2.903846154,-0.745189328,-11583.66913,,Hackney,0.007998434,10033.60714,32.93568386,0.081863216,0.308474257,117,2.468652038,0,2.155172414,7.328794553,7.795275591,0,6.929133858,13.49407783,27.70093458,26.858,85.556,15.0803318,92.2,23.2,0.531928571,10425,3,101.4
291,E09000013,3.254237288,0.492541197,-20438.40458,,Hammersmith and Fulham,0.009573875,7341.76,35.00378918,0.112488579,0.300107794,118,4.377564979,4.582763338,0,6.497948016,6.850393701,14.17322835,0,23.46456693,20.93681082,23.855,81.22,13.723472,94.9,25,0.51832,4820,4,93
292,E09000014,3.152173913,0.127154875,-9988.937989,,Haringey,0.013254727,7398.805556,36.12398174,0.110119933,0.30182004,119,1.546961326,1.031307551,0,6.998158379,6.52761684,5.986867516,0,18.77172654,17.15977862,26.024,80.723,6.7934783,90,17.5,0.574388889,11675,21,101.4
293,E09000015,3.338709677,-1.42958646,-9339.362869,,Harrow,0.013436194,8411.266667,38.60053357,0.16445519,0.306344984,138,4.295259306,4.740693605,0,6.204263443,5.414244186,2.943313953,0,26.67151163,8.518559373,12.368,82.282,12.1816168,97.4,16.1,0.6746,12230,22,99.7
294,E09000016,3.098765432,1.193685999,-11251.57386,100.6,Havering,0.010873344,8655.827586,39.98015987,0.186586038,0.297245453,139,2.047051635,3.269172013,0,3.391384051,4.321643642,3.15267446,0,9.528869996,10.78936626,20.258,88.048,9.4571107,92.4,40.8,0.363566667,14015,23,75.3
295,E09000017,3.030927835,-1.104650076,-4073.779272,120.2,Hillingdon,0.013074554,9656.6875,37.20568461,0.143707422,0.320629348,140,1.963784749,1.530221882,0,5.253761795,6.879391101,5.06440281,0,14.75409836,12.41058792,28.329,88.13,9.0252708,90.9,34.9,0.51371875,14885,24,62.8
296,E09000018,3.246753247,-0.642122395,-7357.238233,,Hounslow,0.011932367,9705.964286,36.4520437,0.127171425,0.316616387,141,3.599114064,2.380952381,0,8.388704319,6.668824862,6.86306248,0,23.04953059,14.65422108,17.809,86.953,8.7616149,99,27.2,0.551964286,12280,25,93
297,E09000019,3.229508197,0.336057399,-15365.07897,144.6,Islington,0.005770213,10787.6087,31.7231777,0.09028037,0.304396486,120,3.916707982,0,3.272186415,9.892362891,6.424747174,0,7.138607971,29.27610506,28.10182401,25.123,87.584,10.7189974,85,27.4,0.513173913,6800,5,101.4
298,E09000020,3.428571429,1.139020994,-24787.68264,296.8,Kensington and Chelsea,0.008732447,7469.714286,39.99927738,0.163997738,0.267917641,121,4.966139955,9.367945824,0,10.60948081,6.686046512,10.31976744,0,28.19767442,19.1305003,23.48,82.158,16.4783427,95,19.9,0.316190476,2445,6,95.5
299,E09000021,3.163265306,1.573744176,-18509.48174,,Kingston upon Thames,0.009455412,8957.1,37.81350205,0.144251135,0.30555626,142,1.681555439,2.364687336,0,3.448275862,4.612546125,2.398523985,0.061500615,18.5548071,7.125278331,16.109,68.399,2.3986568,86.5,34.1,0.58445,6995,26,71.2
300,E09000022,3.243902439,0.53823512,-8081.677764,137.9,Lambeth,0.008967807,9194.657143,33.46524343,0.087641152,0.276202376,122,2.714134649,2.255904124,0,8.706379979,8.336491095,6.896551724,0,31.03448276,22.25513842,24.414,77.757,11.6427044,92.3,23.8,0.529714286,11190,7,101.4
301,E09000023,3.105882353,-0.883325198,-1751.090215,,Lewisham,0.011373782,8480.805556,35.48889411,0.098127238,0.300612386,123,3.051965906,0,2.474566951,8.739780096,7.879564382,0,9.288917361,35.31073446,16.08548931,21.259,91.468,12.3453742,87.2,25.9,0.510222222,13015,8,83.1
302,E09000024,3.206349206,1.014402735,-13026.59476,,Merton,0.012438608,8258.12,37.83567664,0.131923746,0.296047591,143,3.146584804,5.257099002,0,9.746738296,7.065750736,5.397448479,0,39.09001957,14.60420145,23.602,85.903,3.1364349,88.9,19.7,0.54672,8370,27,71.2
303,E09000025,3.084337349,-2.110267221,8998.846943,101.7,Newham,0.013888091,9601.783784,32.86146342,0.083173468,0.343174806,124,1.141602634,1.536772777,0,2.173435785,4.948105238,3.813661598,0,4.827419744,13.62450898,12.977,67.645,6.2715585,98,21.8,0.555675676,17800,28,83.1
304,E09000026,3.25974026,-0.048495927,421.92268,,Redbridge,0.017012111,9859.935484,36.19653284,0.131836814,0.327609725,144,2.022821577,0.07780083,1.867219917,3.831319105,6.261757592,5.509271701,0.107497984,13.09139785,12.19107763,16.755,84.392,7.3488556,94.2,16.2,0.624387097,16410,29,83.1
305,E09000027,3.4375,1.988524022,-16061.91586,155.3,Richmond upon Thames,0.008973835,8614.826087,41.25537579,0.161783297,0.288477092,145,2.806122449,1.573129252,1.403061224,1.765719208,5.828877005,5.614973262,1.604278075,15.197404,7.727339503,24.706,75.348,4.0659422,86.2,33.3,0.584347826,5750,30,93
306,E09000028,3.171717172,0.395928737,-6244.883924,121.4,Southwark,0.007774511,9697.484848,33.66958655,0.088406453,0.29735327,125,1.642451042,1.800379027,0,6.632975363,7.135173897,6.310505558,0,17.92757261,22.15716344,18.712,80.357,11.4829396,84.8,21.4,0.546818182,11365,9,101.4
307,E09000029,3.16,0.92255398,-14223.87984,135.4,Sutton,0.011006529,8654.458333,39.68152199,0.155135858,0.299827459,146,2.688573562,4.480955937,0,10.8995894,4.770017036,1.746166951,1.533219761,13.66782007,11.10504278,12.304,68.218,5.0738377,92.9,21.9,0.519875,10515,31,71.2
308,E09000030,3.13592233,-1.569304408,-6292.946064,121.8,Tower Hamlets,0.006309179,10374.03125,31.56558857,0.068543044,0.328513703,126,2.087170043,2.179251074,0,2.302025783,5.174096974,5.66221933,0,7.061503417,33.60692301,26.226,90.029,1.5901863,72.1,21.8,0.53909375,11430,10,101.4
309,E09000031,3.064935065,-0.738427944,-3264.472408,113,Waltham Forest,0.012856391,9890.714286,35.84078242,0.113602443,0.314122715,147,1.828206616,1.97330238,0,3.395240859,3.979591837,3.503401361,0,13.16326531,14.01177889,24.884,93.34,6.8936992,76.2,28.9,0.539678571,13365,32,83.1
310,E09000032,3.24137931,0.855884499,-12293.34738,188.9,Wandsworth,0.008485508,8911.756757,33.88261464,0.098508523,0.278210423,127,3.76984127,3.637566138,0,6.746031746,9.418282548,7.29455217,0.092336103,24.16820702,15.47062112,23.902,85.83,5.6552668,90.6,22.6,0.57872973,8240,11,95.5
311,E09000033,3.229508197,0.243842966,-21139.45025,256.6,Westminster,0.007397997,11243.66667,36.07248226,0.126506388,0.277913168,128,4.048582996,2.186234818,0,9.95951417,7.211120765,10.86012163,0,24.15291051,22.00483623,18.696,75.971,6.3918185,95,22,0.590833333,5265,12,95.5
312,E06000028,,-0.710289976,,,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,
313,E06000029,,-0.320965586,,,Poole,,,,,,,,,,,,,,,,,,,,,,,,
314,E07000048,,-0.515653554,,,Christchurch,,,,,,,,,,,,,,,,,,,,,,,,
315,E07000049,,-0.718454209,,,East Dorset,,,,,,,,,,,,,,,,,,,,,,,,
316,E07000050,,0.114727868,,,North Dorset,,,,,,,,,,,,,,,,,,,,,,,,
317,E07000051,,-0.115422954,,,Purbeck,,,,,,,,,,,,,,,,,,,,,,,,
318,E07000052,,-0.354609716,,,West Dorset,,,,,,,,,,,,,,,,,,,,,,,,
319,E07000053,,-0.518260347,,,Weymouth and Portland,,,,,,,,,,,,,,,,,,,,,,,,
320,E07000190,,-0.983167069,,,Taunton Deane,,,,,,,,,,,,,,,,,,,,,,,,
321,E07000191,,-0.074849942,,,West Somerset,,,,,,,,,,,,,,,,,,,,,,,,
322,E07000201,,-0.140835644,,,Forest Heath,,,,,,,,,,,,,,,,,,,,,,,,
323,E07000204,,0.374255002,,,St Edmundsbury,,,,,,,,,,,,,,,,,,,,,,,,
324,E07000205,,0.012462613,,,Suffolk Coastal,,,,,,,,,,,,,,,,,,,,,,,,
325,E07000206,,-0.156964609,,,Waveney,,,,,,,,,,,,,,,,,,,,,,,,
326,E06000058,,,,,,,8270.604167,43.46449985,0.224413695,0.280782893,,,,,,,,,,,,,,,,0.380791667,17000,,
327,E06000059,,,,,,,8080.659574,50.77147137,0.294623852,0.233875233,,,,,,,,,,,,,,,,0.390404255,18180,,
328,E06000060,,,,,,,8165.074627,42.580186,0.194079584,0.292948307,,,,,,,,,,,,,,,,0.538940299,27280,,
329,E06000061,,,,,,,8985.846154,41.81759659,0.191210022,0.29264683,,,,,,,,,,,,,,,,0.361794872,18050,,
330,E06000062,,,,,,,7821.788462,41.21735136,0.182927199,0.30038595,,,,,,,,,,,,,,,,0.403788462,20625,,
331,E07000244,,,,,,,8345.766667,49.23722749,0.282585986,0.247066818,,,,,,,,,,,,,,,,0.360566667,12390,,
332,E07000245,,,,,,,8442.952381,42.12881401,0.219061555,0.278088176,,,,,,,,,,,,,,,,0.358904762,7635,,
333,E07000246,,,,,,,8180.052632,48.04420914,0.268968419,0.249548199,,,,,,,,,,,,,,,,0.354,6915,,
334,E06000048,,,,,,,,,,,7,0.233333333,0,0.766666667,0.638226402,0,0,0.633713561,0.637755102,12.32465151,27.774,79.884,,86.2,,,,145,96.3
335,E08000020,,,,,,,,,,,2,0.874635569,0.485908649,0,1.344215074,,,,,15.93868123,,,,,,,,64,79.1
336,E10000002,,,,,,,,,,,86,2.332892124,2.63070814,0,2.051621443,5.020847811,4.308547603,0,9.507346586,5.823331054,10.146,67.578,,81.9,24,,,87,74.6
337,E10000003,,,,,,,,,,,74,0.904652499,1.550832855,0.014359563,1.019675427,0.759750127,2.144183691,0.067533345,5.473897618,9.320304574,15.553,76.496,,65.5,36.7,,,114,122.7
338,E10000006,,,,,,,,,,,18,0.241492865,0.614709111,0.06586169,0.153778559,0.732217573,1.987447699,0.062761506,0.188402763,9.875283773,25.049,82.014,,77,44.3,,,138,104.2
339,E10000007,,,,,,,,,,,51,0.474176599,0.346020761,0.704857106,2.721878225,0.368469535,0.526385051,0.500065798,7.059756742,12.78336887,19.294,83.257,,52.9,38,,,89,88.8
340,E10000008,,,,,,,,,,,105,0.442596567,1.019313305,0.040236052,0.67087079,0.231860338,1.309328969,0.027277687,6.602147687,9.600718263,27.37,82.005,,85.1,47.5,,,118,98.2
341,E10000011,,,,,,,,,,,87,1.789998155,2.86030633,0.018453589,1.199704688,1.790332206,4.833896956,0.05967774,4.776119403,12.67811581,26.112,86.891,,86.5,49.3,,,96,84.4
342,E10000012,,,,,,,,,,,76,1.802135407,1.808307104,0.006171697,1.425749907,2.113089415,1.910911107,0,6.671449067,9.90450087,20.063,82.624,,80.9,46.1,,,121,88
343,E10000013,,,,,,,,,,,106,1.471886959,2.929055049,0.279658522,1.062730627,1.659751037,3.622725822,0.446856049,3.187759005,9.375179299,17.192,78.118,,56.3,39.6,,,139,59.6
344,E10000014,,,,,,,,,,,88,1.55698982,1.922948965,0,1.510413201,0.737375242,1.519439893,0,6.42037837,8.415718108,18.633,80.072,,74,42.2,,,98,84.6
345,E10000015,,,,,,,,,,,77,2.660938258,2.841105952,0.297969649,1.529051988,3.70398773,5.168711656,0.13803681,3.271386884,7.352085254,14.873,77.816,,83.7,34.7,,,140,85.2
346,E10000016,,,,,,,,,,,90,2.18118869,2.544720138,0.017311021,0.704103422,3.515391065,3.683075817,0.005988741,2.689105827,11.04638368,20.96,80.911,,71.6,39.7,,,126,56.7
347,E10000017,,,,,,,,,,,21,1.628737171,2.439387178,0.200803213,1.311573143,2.094526201,3.706299151,0.163513198,3.470597411,13.47102822,17.546,79.536,,62.9,37.9,,,128,118.1
348,E10000018,,,,,,,,,,,53,1.021817178,0,2.526926263,1.402464938,0.53361793,0,2.241195304,4.475982533,7.564744466,19.855,85.546,,67.9,39.9,,,101,99.6
349,E10000019,,,,,,,,,,,54,0.732942431,0.999466951,0,1.319296375,1.176627891,2.647412756,0,4.171680706,12.50400316,20.8,82.587,,52.5,39.6,,,142,90.4
350,E10000020,,,,,,,,,,,79,0.837808808,2.255639098,0.085929108,1.266094421,0.255071056,1.530426333,0.085023685,1.833636916,12.71074481,22.73,84.998,,69.2,47.7,,,143,61.5
351,E10000021,,,,,,,,,,,55,1.46548831,2.338069135,0,1.286497371,2.917940877,4.204892966,0.0254842,4.002039256,9.179275796,19.609,87.673,,83.4,40.5,,,144,59.2
352,E10000023,,,,,,,,,,,44,0.285001781,0.961881012,0,1.3671875,1.041847543,2.170515715,0.017364126,5.053908356,8.129432945,20.47,77.201,,75.5,36.5,,,82,89.2
353,E10000024,,,,,,,,,,,57,1.126379815,1.847262897,0,2.162649245,0.501552424,2.006209697,0,6.794841175,11.38694144,21.289,84.518,,68.2,35.6,,,131,94.1
354,E10000025,,,,,,,,,,,93,0.675961132,1.042106746,0.056330094,1.070875018,1.548604722,3.250536645,0,2.897884085,7.958352772,17.44,82.732,,67.2,42,,,146,59.2
355,E10000027,,,,,,,,,,,109,0.962738456,1.123194865,0.320912819,1.985333572,0.553342187,1.859229748,1.040283311,8.387385372,11.67712722,20.704,82.857,,81,47.3,,,147,76.7
356,E10000028,,,,,,,,,,,66,0.840800974,1.72585463,0,2.030456853,1.420493725,1.834229761,0,8.882560347,9.517661553,21.818,89.335,,76.4,44.3,,,104,105
357,E10000029,,,,,,,,,,,82,0.842276865,1.589457954,0,1.616628176,0.870953694,2.206416026,0.043547685,2.294510601,10.82049374,24.678,84.851,,67.7,43.6,,,148,56.7
358,E10000030,,,,,,,,,,,98,2.409454823,2.943194815,0.007624857,2.249504346,2.736471623,4.58424989,0.316761989,6.23179451,7.206169917,18.3,81.106,,73.3,37.3,,,149,67.9
359,E10000031,,,,,,,,,,,70,1.372705507,3.192338388,0.063846768,1.452977806,3.339580849,3.373658204,0.954165957,3.741846893,9.240554141,19.15,79.403,,75.6,39.9,,,150,122.3
360,E10000032,,,,,,,,,,,100,2.110121991,1.351796901,0.032970656,1.077396658,1.728545344,1.618989653,0.109555691,2.022910066,7.398430797,25.123,84.189,,76.6,48,,,151,88.3
361,E10000034,,,,,,,,,,,72,1.028739386,2.008491182,0.391900718,2.459016393,0.841852075,2.375225496,0.300661455,9.680337756,10.39983921,24.766,87.146,,82.4,42.4,,,125,129.3
